5f9da187736122db93a83561,type,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Product Name,product_desctiption,UOM,Is veg,Harvest Price,MRP
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury dairymilk Hint o Mint,-,1PC,TRUE,45,45
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury Celebrations Premium Assorted Chocolate Gift Pack 158.9g,-,158.9g,TRUE,200,200
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Ragi Chikki Chikmil,-,1PC,TRUE,10,10
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Hershey'S Exotic Dark Pomogranate 100g,-,100g,TRUE,150,150
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Hershey'S Exotic dark Blueberry &ACAI 100g,-,100g,TRUE,150,150
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Hershey's Kisses Cookies 'n'creame 33.6g,-,33.6g,TRUE,50,50
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Hershey's Kisses Cookies 'n'creame 100.8g,-,100.8g,TRUE,140,140
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Hershey's Kisses Milk Choclates 36g,-,36g,TRUE,50,50
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Hershey's Kisses Milk Choclates 108g,-,108g,TRUE,140,140
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Hershey's Kisses Almond Choclates 100.8g,-,100.8g,TRUE,140,140
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,"Nestle KitKat Dessert Delight Choco Pudding Wafer Coated with Milk Chocolate, 50 g",-,50g,TRUE,55,55
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,"Nestle Kit Kat Dessert Delight Truffle, 50g",-,50g,TRUE,55,55
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,kit kat 27.5g,-,27.5g,TRUE,20,20
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,kit kat 18g,-,18g,TRUE,15,15
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,"Cadbury Celebrations Premium Assorted Chocolate Gift Pack, 158.9 g",-,158.9g,TRUE,150,150
5f9da187736122db93a83561,type,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,"Cadbury Celebrations Premium Selections Gift Pack, 182g",product_desctiption,182g,Is veg,200,200
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,"Kinder Joy - Boys, 20g Pack",-,20g,TRUE,40,40
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,"Kinder Joy - Girls, 20g Pack",-,20g,TRUE,40,40
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Ferrero Rocher Truffles  (4 Units),-,1PC,TRUE,149,149
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Ferrero Rocher Moments,-,1PC,TRUE,349,349
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Ferrero Rocher 69.6g,-,69.6g,TRUE,175,175
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,FERRERO ROCHER 200G,-,200g,TRUE,529,529
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Kinder Joy Girl  20g,-,200g,TRUE,40,40
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,"Hershey's Kisses Moments Chocolate Gift Box, 129g",-,129g,TRUE,275,275
5f9da187736122db93a83561,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Kinder Joy Boy  20g,-,20g,TRUE,45,45
