5f96eec9b6627a0017e7882e,type,Image,Product Name,product_desctiption,U.O.M,Is veg,Harvest Price,MRP
5f96eec9b6627a0017e7882e,type,Image,HAMAM NEEM SOAP 100GMS,product_desctiption,1 pc,Is veg,32,32
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,JB Soap 75g,-,4 pc,TRUE,52,48
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,KYLO SOAP POWDER 1 KG,-,1 pkt,TRUE,199,199
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,LB LEMON FRESH SOAP 125G,-,1 pc,TRUE,22,30
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,lux soap,-,10 pc,TRUE,55,55
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Lux soft touch soap 100g,-,1 pkt,TRUE,25,25
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,patanjali soap,-,20 pc,TRUE,10,10
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,patanjali soap haldi kanti,-,3 pc,TRUE,30,30
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,REXONA SOAP 100G,-,1 pkt,TRUE,27,27
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Sandal Soap 150g,-,1 pkt,TRUE,75,75
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,santoor soap100gm,-,24 pc,TRUE,26,26
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,shikakai Soap,-,1 pkt,TRUE,20,20
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Soap Case Shine 2 in 1,-,1 pc,TRUE,55,60
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Soap Dish Alfa,-,1 pc,TRUE,18,20
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Soap dish softy,-,1 pkt,TRUE,33,35
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Soap PEARS  150G,-,1 pkt,TRUE,67,67
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,surf excel soap,-,50 pc,TRUE,10,10
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,vim bar lemon soap 10RS,-,1 pc,TRUE,10,10
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,vim soap,-,10 pc,TRUE,10,10
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,vivel soap,-,1 pc,TRUE,28,28
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,XXX ACTION SOAP 250G,-,1 pc,TRUE,18,18
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Hair Care Powder Amla Banjara's,-,1 pc,TRUE,60,60
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Aamla Hair Oil,-,1 pc,TRUE,134,134
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,ADVANSED AYURVEDIC HAIR OIL 190ML,-,1 btl,TRUE,115,115
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,ADVANSED AYURVEDIC HAIR OIL 45ML,-,1 pkt,TRUE,30,30
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,ALMOND DROP HAIR OIL 200ML,-,1 pc,TRUE,125,125
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,ALMOND HAIR OIL,-,1 pc,TRUE,120,120
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,ALMOND HAIR OIL 200 ML,-,1 pc,TRUE,95,95
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Amala Hair oil 90 ml,-,1 pc,TRUE,44,44
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,AMLA HAIR OIL  180  ML,-,1 pc,TRUE,88,88
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Amla Hair oil 1/10,-,1 pc,TRUE,40,40
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Amla Hair Oil 80ML,-,1 pc,TRUE,20,20
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,ANTI HAIR FALL CREAM 100ML,-,1 pc,TRUE,80,80
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Antihairfall,-,1 pc,TRUE,3,3
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Antihairfall Bhringaraja,-,1 btl,TRUE,230,230
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,ASWINI HAIR OIL 180 ML,-,1 pc,TRUE,142,142
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,ASWINI HAIR OIL 360 ML,-,1 pc,TRUE,275,275
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,ASWINI HAIR OIL 90ml,-,1 pc,TRUE,74,74
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,AYURVEDIC COOL HAIR OIL 50ML,-,1 btl,TRUE,40,40
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Ayurvedic Hair oil,-,1 pkt,TRUE,432,432
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,ayurvedic hair pack,-,1 pc,TRUE,100,100
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,babay hair oil,-,1 pkt,TRUE,125,125
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BRINGHA HAIR CLEANSER 100ML,-,1 pc,TRUE,135,135
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BRINGHA HAIR CLEANSER200ml,-,1 pc,TRUE,234,234
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CHICK HAIR FALL PREVENT,-,1 pc,TRUE,44,44
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Coconut Hair Oil 250ml,-,1 btl,TRUE,95,105
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Dabur Almond Hair Oil 200ml,-,1 btl,TRUE,125,125
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Dabur Fem Turmeric Fair & Soft Hair Removal Cream For All Oily Skin 60g,-,1 pc,TRUE,65,65
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,DABUR VATIKA COCONUT HAIR OIL,-,1 pc,TRUE,167,167
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,DOVE HAIR FALL RESCUE 2RS,-,1 pkt,TRUE,2,2
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Dove Hair Fall Rescue Conditioner 40ml,-,1 pkt,TRUE,70,70
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,dove hairfall rescue,-,1 btl,TRUE,55,55
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Easy 10 Minutes Hair Color 18 Ml,-,1 pkt,TRUE,25,25
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,expert creame hair colour,-,1 pkt,TRUE,30,30
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Godrej Expert original powder hair colour box 8,-,1 pc,TRUE,133,133
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Hair Care Powder Hibscus,-,1 pc,TRUE,90,90
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Hair Cleanser Silk & Shine 200ml,-,1 pc,TRUE,80,80
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,HAIR FALL DEFENCE,-,1 pkt,TRUE,4,4
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Hair Fall Defense 185 Ml,-,1 btl,TRUE,120,120
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Hair Gel Vertical Hold,-,1 pkt,TRUE,50,50
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Hair Oil Kesh Kanti,-,1 pc,TRUE,450,450
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Herbal Hair Oil 200ml,-,1 btl,TRUE,276,276
5f96eec9b6627a0017e7882e,type,Image,Herbal Hair Oil 200ml,product_desctiption,1 btl,Is veg,390,390
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,HS Anti hairfall 180ml,-,1 unt,TRUE,150,150
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,INDICA CREAM HAIR COLOUR 30/-,-,1 pkt,TRUE,25,30
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,keo karpiin hair oil 200ml,-,1 pkt,TRUE,90,90
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,keo karpin hair oil,-,1 pc,TRUE,115,115
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,keo karpin hairoil 500ml,-,1 btl,TRUE,190,190
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,KK Hair oil 100ml,-,1 pc,TRUE,45,45
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Loreal Fall Resist Anti Hair Fall 82.5ml,-,1 pkt,TRUE,65,65
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Meera Hair Oil 25ml,-,1 btl,TRUE,10,10
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,natural brown hair colour,-,1 pkt,TRUE,25,25
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Nyle Anti Hairfall 180ml,-,1 btl,TRUE,95,95
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Pantene Advanced Hair Fall,-,1 btl,TRUE,120,120
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Pantene Advanced Haircare solu,-,1 btl,TRUE,60,60
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Pantene hairfall control sham 180ml,-,1 btl,TRUE,120,120
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Pantene HairFall Solution,-,1 pkt,TRUE,60,60
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,PANTENE HAIRFL CTL SH RE2,-,1 pc,TRUE,2,2
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Parachute Coconut Hair Oil Gold 190ml,-,1 pc,TRUE,89,89
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Patanjali Anti Dandruff Hair Cleanser 200ml,-,1 pc,TRUE,110,110
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,rich creame hair colour,-,1 pc,TRUE,30,30
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,SET WET HAIR GEL COOL,-,1 pc,TRUE,50,50
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Tru Hair,-,1 pkt,TRUE,249,249
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Vcare hair removal foam 50ml,-,1 pc,TRUE,186,186
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,veet hair removal cream,-,1 pc,TRUE,82,82
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,vip hair color 40ml,-,1 pkt,TRUE,96,96
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,ADV.Mu.Vit.Face Cream25gm,-,1 pkt,TRUE,52,52
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Advanced Fairness Face Wash,-,1 pc,TRUE,100,100
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,ALL IN ONE FACE WASH 50G,-,1 pc,TRUE,125,125
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,ALOE VERA FACE WASH 50ML,-,1 pc,TRUE,65,65
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,B B Instant Glow Face Talc,-,1 pc,TRUE,89,89
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,B B Instant Glow Face Talc,-,1 pkt,TRUE,48,48
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BIO NEEM FACE WASH 100ML,-,1 pc,TRUE,100,100
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BIO NEEM FACE WASH 100ML,-,1 pc,TRUE,120,120
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BIO WHITE FACE WASH 50ML,-,1 pc,TRUE,55,55
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Citrus Surface Cleaner,-,1 btl,TRUE,179,179
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,DARK SPOT FACE WASH 50GM,-,1 pc,TRUE,99,99
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Face wash oil clear lemon,-,1 pc,TRUE,65,65
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Face Wipes,-,1 box,TRUE,70,80
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Fair &Lovely  Face Wash 100g,-,1 pc,TRUE,120,120
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Fair &Lovely Face Wash 50g,-,1 pc,TRUE,65,65
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,FAIR &LOVELY Face Wash20g,-,1 pc,TRUE,25,25
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Fair&lovely facewash,-,1 pc,TRUE,23,23
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,FAIRNESS KESAR FACE WASH 50ML,-,1 pc,TRUE,70,70
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Garnier Men Acno Fight Facewash,-,1 pc,TRUE,99,99
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Gubb Face Care Safety Scissor,-,1 pkt,TRUE,149,149
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,H Orange Face Wash,-,1 pc,TRUE,70,70
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,hans face wash,-,1 pkt,TRUE,95,95
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Himalaya Apricot Face Wash 50ml,-,1 pc,TRUE,70,70
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Kesar Face Pack Himalaya,-,1 pkt,TRUE,75,75
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,LACTO CALAMINE FOR DAILY FACE CARE 30ml,-,1 pc,TRUE,75,75
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,LIZOL 10X BETTER DISINFECTANT SURFACE CLEANER 500ML,-,1 pkt,TRUE,93,93
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,lizol disinfectant surface cleaner,-,1 pc,TRUE,98,98
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,LIZOL SURFACE  CLEANER LAVENDER,-,1 btl,TRUE,179,179
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Pimple Care Neem Face Wash 50ml,-,1 pc,TRUE,65,65
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,ponds oil face clear facewash,-,1 pc,TRUE,35,35
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Ponds white bea face wash 50g,-,1 pkt,TRUE,79,79
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Vlcc Neem Face Wash 150 Ml,-,1 pkt,TRUE,190,190
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,ABSOLUTE BODY SPRAY 3/24,-,1 pkt,TRUE,200,200
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,ACHIEVER PERFUMED SPRAY 75ML,-,1 pc,TRUE,95,95
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,B B Cream 2x,-,1 pkt,TRUE,55,55
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Black Magic Body Spray,-,1 pc,TRUE,95,95
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Deo spinz 50ml,-,1 pc,TRUE,65,65
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Deodorant Spray,-,1 pc,TRUE,210,210
5f96eec9b6627a0017e7882e,type,Image,DYNAMIC BODY SPRAY 3/25,product_desctiption,1 pc,Is veg,200,200
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Eva Deo Dew Drops,-,1 pc,TRUE,140,140
5f96eec9b6627a0017e7882e,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Eva Deo Doll Magic,-,1 pc,TRUE,140,140
