5f9ec5522bf8a7de7122facb,type,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Product Name,product_desctiption,Category,Is veg,Harvest Price,MRP
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,SOFITCOOK MANGO ALM-75GM,-,Hershey's,TRUE,30,30
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Sofit Cook-Cocofax75Gm,-,Hershey's,TRUE,30,30
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Sofit Mango&almond 75g,-,Hershey's,TRUE,30,30
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Sofitcook-Rai Flax 75GM,-,Hersheys,TRUE,30,30
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Coco With Almond 150g,-,Hersheys,TRUE,160,160
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Jolly Rancher Trilple Pop 19g,-,Hersheys,TRUE,10,10
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Hersheys CNC 100GM Baar,-,Hershey's,TRUE,130,130
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Almonds Chocolate 100.8gm,-,Hershey's,TRUE,140,140
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Hershey's Kisses Chocolate,-,Hershey's,TRUE,140,140
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cookie's N Cream,-,Hershey's,TRUE,140,140
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Sofit Soyamilk 200ml,-,Hersheys,TRUE,35,35
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Brook Side -Ras Bery,-,Hersheys,TRUE,55,55
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Brook Side -Pom Granate,-,Hersheys,TRUE,55,55
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Brook Side -BLUE BERRY,-,Hersheys,TRUE,55,55
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Spred Coco 150Gms,-,Hersheys,TRUE,160,160
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,hershey's kisses,-,hershys,TRUE,275,275
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,exotic dark,-,hersheys,TRUE,150,150
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Kinder Joy Girl,-,Ferro india,TRUE,40,40
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,FERRERO ROCHER CHOCATES,-,Ferrero,TRUE,149,149
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,FERRERO ROCHER 200G,-,FERRERO INDUSTRIALE ITALIA,TRUE,529,529
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Ferrero Rocher Moments,-,Ferrero,TRUE,349,349
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Ferrero Rocher 69.6g,-,Ferrero,TRUE,175,175
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Kinder Creamy,-,Ferror,TRUE,20,20
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Oreo Origin Vanila,-,Cadbury,TRUE,10,10
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Silk FN 137G RS.@60,-,CADBURY,TRUE,160,160
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury Dairy Milk52G,-,Cadbury,TRUE,40,40
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury Fruit&Nut,-,cadbury,TRUE,40,40
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,C.Oreo Biscuits 120gm,-,cadbury,TRUE,30,30
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury Dairy Milk Silk Fruit&Nut 55gm,-,Cadbury,TRUE,70,70
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Dairy Milk Silk Roast Almond 58G,-,cadbury,TRUE,70,70
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CA Cadburys Crackle 40,-,Cadburys,TRUE,40,40
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CA Dairy Milk Roast Almond 40,-,Cadburys,TRUE,40,40
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury Dairy Milk 12.5G,-,Cadbury,TRUE,10,10
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,5 star 25g,-,Cadbury,TRUE,10,10
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,5 star mini,-,Cadbury,TRUE,5,5
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,cadbury gems,-,cadbury,TRUE,40,40
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury Perk Bites Home 27treats,-,Cadbury,TRUE,99,99
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadburry Oreo Golden,-,Cadburry,TRUE,30,30
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CADBURY SILK Chocolate,-,CADBURY,TRUE,70,70
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CA Oreo Original 300g,-,Cadbury,TRUE,75,75
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CADBURY OREO CHOCO CREAM 120G,-,Cadbury,TRUE,30,30
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURN VITA 5RS*,-,CADBURY,TRUE,5,5
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bournvita Shakti Clini 75G,-,Cadbury,TRUE,30,30
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Dairy Milk Roast Almond New Silk 143 G,-,cadbury,TRUE,160,160
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Silk Oreo  60G.Rs.80,-,Cadbury,TRUE,80,80
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Silk Oreo  60G.Rs.80,-,Cadbury,TRUE,80,80
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury Perk,-,Cadbury,TRUE,5,5
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,OREO Family pack,-,CADBURY,TRUE,75,75
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CADBURY DAIRY MILK SILK HAZELNUT,-,CADBURY CHOCOLATE,TRUE,70,70
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CDM mocha caremallo,-,cadbury,TRUE,170,170
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURNVILLE RICH COCOA 31 G,-,CADBURY,TRUE,45,45
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CDM SILK WHOLE ALMOND 143G,-,Cadbury,TRUE,160,160
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CDM SILKY OREO RED VELVET 130G,-,Cadbury,TRUE,170,170
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BUBBLY 120G,-,Cadbury,TRUE,170,170
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CDM SILKY BUBBLY  50G Rs.80,-,Cadbury,TRUE,80,80
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,cadbury fuse,-,Cadbury,TRUE,20,20
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,5 star 3D 45G PACK ACTIVA,-,Cadbury,TRUE,30,30
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,5 Gems,-,Cadbury,TRUE,5,5
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury Oreo Choco Cream,-,Cadbury,TRUE,10,10
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURN BISCUITS 7/63,-,CADBURY,TRUE,10,10
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury 5STAR NUTTY 19G,-,CADBURY,TRUE,10,10
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,TEMPTATIONS ALMOND TREAT 72G,-,CADBURY,TRUE,90,90
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CDM  Crispello,-,Cadbury,TRUE,30,30
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cocoa Powder 150g,-,Cadbury,TRUE,210,210
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury Dark Milk RICH&CREAMY,-,Cadbury,TRUE,99,99
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bournvita,-,Cadbury,TRUE,217,217
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury  Fruit&Nut,-,Cadbury,TRUE,45,45
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURN VITA BISCUITS,-,CADBURY,TRUE,10,10
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadburys Dairy Milk Family Pack,-,Cadbury,TRUE,100,100
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CDB CRackle 36GM RS.45,-,Cadbury,TRUE,45,45
5f9ec5522bf8a7de7122facb,type,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CAD Silk 60g,product_desctiption,Cadbury,Is veg,70,70
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CAD SILK HEART POP 150G,-,Cadbury,TRUE,160,160
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURN VITA BANANA BISCUIT,-,CADBURY,TRUE,25,25
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BUBBLY SILK,-,CADBURY,TRUE,170,170
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,5 star New Softer,-,Cadbury,TRUE,20,20
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,5/-Chocolate,-,Cadbury,TRUE,5,5
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bournville RC 80,-,Cadbury,TRUE,100,100
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bournvita 500G Jar Exam Promo,-,Cadbury,TRUE,217,217
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CA Temptation Rum Raisins 72g,-,Cadburys,TRUE,90,90
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CDM silk oreo,-,CADBURY,TRUE,170,170
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bourn Vita Little Champ-500g,-,Cadbury,TRUE,267,267
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURNVITA JAR 500G,-,CADBURY,TRUE,217,217
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury thank you,-,Cadbury,TRUE,45,45
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury thank you,-,Cadbury,TRUE,40,40
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Fuse,-,Cadbury,TRUE,35,35
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,cadbury 5star 3D,-,Cadbury,TRUE,30,30
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Chocobakes Cakes 21G,-,Cadbury,TRUE,10,10
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury Celebrations 165.7G,-,Cadbury,TRUE,150,150
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bournvita 500G,-,Cadbury,TRUE,223,223
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,RoastAlmond 58g,-,Cadbury,TRUE,80,80
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Dairy Milk Fruit&Nut 55G,-,Cadbury,TRUE,80,80
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,daity milk ROAST ALMOND,-,cadbury,TRUE,175,175
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,temptation Almond treat,-,cadbury,TRUE,100,100
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Oreo 46.3G,-,cadbury,TRUE,10,10
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bournvita 500g,-,Cadbury,TRUE,209,209
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CDM Silk FN 137G,-,Cadbury,TRUE,175,175
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Gems Rs.5,-,Cadbury,TRUE,5,5
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,5star mocha,-,Cadbury,TRUE,10,10
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Celbrations64.2g,-,Cadbury,TRUE,50,50
5f9ec5522bf8a7de7122facb,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,DairyMilknHazelnut,-,Cadbury,TRUE,80,80
