5fad207ef5fdf9001782771d,type,Image,Product Name,product_desctiption,U.O.M,Is veg,Harvest Price,MRP
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Green Tea Ginger mint&lemon,-,1 pc,TRUE,60,60
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Green Tea Ginger mint&lemon,-,1 pc,TRUE,65,65
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Green Tea Lemon,-,1 pc,TRUE,125,125
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Green Tea Lemon Zest,-,1 pc,TRUE,60,60
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Green Tea lemon&honey,-,1 pkt,TRUE,150,150
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,lipton green tea,-,1 pkt,TRUE,140,145
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Lipton Green tea,-,1 pkt,TRUE,60,60
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,lipton Green tea,-,1 pkt,TRUE,150,150
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,lipton Green tea,-,1 pkt,TRUE,160,160
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Lipton Green tea,-,1 pkt,TRUE,145,145
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,lipton green tea 14,-,1 pkt,TRUE,60,60
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Lipton Green Tea Bags,-,1 pkt,TRUE,145,145
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Lipton Green tea Lemon&Honey,-,1 pkt,TRUE,160,160
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Lipton Green tea Lemon&Honey,-,1 pkt,TRUE,165,165
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Liril Lemon&TeaTree Oil,-,1 pc,TRUE,57,57
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Organic  Tea Ginger Mulethi &L,-,1 pkt,TRUE,130,150
5fad207ef5fdf9001782771d,type,Image,Premium Patti Tea,product_desctiption,1 pkt,Is veg,115,115
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Premium Patti Tea,-,1 pkt,TRUE,120,120
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Tata Tea Gold,-,1 pkt,TRUE,35,35
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Tata tea gold,-,1 pkt,TRUE,259,259
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Tata Tea Gold 250G,-,1 pc,TRUE,115,115
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,TATA TEA GOLD leaf 250 G,-,1 pkt,TRUE,120,120
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Tata Tea Premium,-,1 pc,TRUE,215,215
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Tata Tea Veda 250G,-,1 pc,TRUE,108,108
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Tea light candle,-,1 pkt,TRUE,72,72
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Teart Burst Choco 100g,-,1 pkt,TRUE,30,30
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Toastea,-,1 pc,TRUE,30,30
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Toastea Premium rusk 273g,-,1 pkt,TRUE,40,40
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,tulsi greentea classic,-,1 pc,TRUE,230,230
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Vedic Suraksha tea,-,1 pc,TRUE,75,75
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,vedicsuraksha black tea,-,1 pc,TRUE,75,75
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Wagh Spiced Tea100g,-,1 pkt,TRUE,54,54
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,complan Kesar Badam 500gm,-,1 pkt,TRUE,315,315
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,amla immunity booster,-,1 pc,TRUE,105,105
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOOST  30Gm,-,1 pkt,TRUE,10,10
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOOST 15G,-,1 pkt,TRUE,5,5
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,boost 15g Sachet,-,1 pc,TRUE,5,5
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Boost 1kg,-,1 pkt,TRUE,385,385
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOOST 200 GM,-,1 pc,TRUE,110,110
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Boost 200G REFILL STAND,-,1 pkt,TRUE,102,102
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Boost 200G REFILL STAND,-,1 pkt,TRUE,105,105
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Boost 3 X 750G,-,1 pkt,TRUE,340,340
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Boost 3 X 750G,-,1 pkt,TRUE,351,351
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Boost 3X More Stamina,-,1 pc,TRUE,0,102
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Boost 3X More Stamina 200g,-,1 pkt,TRUE,90,90
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Boost 3X More Stamina 200g,-,1 pc,TRUE,110,110
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Boost 3X More Stamina 500g,-,1 pc,TRUE,234,234
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Boost 3X More Stamina 750g,-,1 pc,TRUE,351,351
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Boost 3X Stamina,-,1 pc,TRUE,195,195
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Boost 500G,-,1 pkt,TRUE,195,195
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Boost 500g IPL PROMO,-,1 pc,TRUE,247,247
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,boost bottlre500ml,-,1 btl,TRUE,247,247
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,boost stamia 500g,-,6 pc,TRUE,227,227
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,boost stamia 500g,-,6 pc,TRUE,234,234
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURN BISCUITS 7/63,-,1 pc,TRUE,10,10
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURN VITA 200G,-,1 btl,TRUE,107,107
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURN VITA 500 GM,-,1 pkt,TRUE,204,204
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURN VITA 5RS*,-,1 pkt,TRUE,5,5
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,bourn vita banana &oats,-,1 pc,TRUE,30,30
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURN VITA BANANA BISCUIT,-,1 pc,TRUE,25,25
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURN VITA BISCUITS,-,1 pc,TRUE,10,10
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bourn Vita Little Champ-500g,-,1 pkt,TRUE,267,267
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURNVILLE RICH COCOA 31 G,-,1 pc,TRUE,45,45
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bournvita,-,1 btl,TRUE,217,217
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bournvita 500g,-,1 pkt,TRUE,209,209
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bournvita 500G Jar Exam Promo,-,1 btl,TRUE,217,217
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bournvita Fills 18G,-,1 pc,TRUE,10,10
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,BOURNVITA JAR 500G,-,1 pkt,TRUE,217,217
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Bournvita Shakti Clini 75G,-,1 pkt,TRUE,30,30
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,bournvita500gms,-,1 pc,TRUE,215,215
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury Bournville 50% Dark,-,1 pc,TRUE,100,100
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury Bournville Cranberry 80G,-,1 pc,TRUE,100,100
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury Bournville Raisin&Nut 80,-,1 pc,TRUE,100,100
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,cadbury bournvita,-,1 pkt,TRUE,30,30
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Cadbury Bournvita Inner Strngth Formula,-,1 pc,TRUE,223,223
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Choclate Flavour 400gm,-,1 btl,TRUE,535,535
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,CLASSIC MALT JAR 500G,-,1 pc,TRUE,242,235
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Closeup Fresh Nature Boost 80g,-,1 pc,TRUE,50,50
5fad207ef5fdf9001782771d,type,Image,Complan 200G,product_desctiption,1 pc,Is veg,115,115
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Complan Chocolate 500G RE,-,1 pkt,TRUE,280,280
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Complan Creamy Clasic 500g,-,1 pkt,TRUE,245,245
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,COMPLAN Pista BADAM 500G,-,1 pkt,TRUE,315,315
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,Complan Roya Chocolate500g,-,1 btl,TRUE,299,299
5fad207ef5fdf9001782771d,product,https://res.cloudinary.com/djejqfi6y/image/upload/v1603696601/product-4736_muskmelon__kundan-500x500_osrfdb.jpg,COMPLAN Royal Choclate 200G,-,1 pkt,TRUE,115,115
